GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G3600910","1950","New York","360","Saratoga","0910","Saratoga","13","910",74869,"Increase 0% to 19%"
"G3600930","1950","New York","360","Schenectady","0930","Schenectady","13","930",142497,"Increase 0% to 19%"
"G3600950","1950","New York","360","Schoharie","0950","Schoharie","13","950",22703,"Increase 0% to 19%"
"G3600970","1950","New York","360","Schuyler","0970","Schuyler","13","970",14182,"Increase 0% to 19%"
"G3600990","1950","New York","360","Seneca","0990","Seneca","13","990",29253,"Increase 0% to 19%"
"G3601010","1950","New York","360","Steuben","1010","Steuben","13","1010",91439,"Increase 0% to 19%"
"G3601030","1950","New York","360","Suffolk","1030","Suffolk","13","1030",276129,"Increase 20% to 39%"
"G3601050","1950","New York","360","Sullivan","1050","Sullivan","13","1050",40731,"Increase 0% to 19%"
"G3601070","1950","New York","360","Tioga","1070","Tioga","13","1070",30166,"Increase 0% to 19%"
"G3601090","1950","New York","360","Tompkins","1090","Tompkins","13","1090",59122,"Increase 20% to 39%"
"G3601110","1950","New York","360","Ulster","1110","Ulster","13","1110",92621,"Increase 0% to 19%"
"G3601130","1950","New York","360","Warren","1130","Warren","13","1130",39205,"Increase 0% to 19%"
"G3601150","1950","New York","360","Washington","1150","Washington","13","1150",47144,"Increase 0% to 19%"
"G3601170","1950","New York","360","Wayne","1170","Wayne","13","1170",57323,"Increase 0% to 19%"
"G3601190","1950","New York","360","Westchester","1190","Westchester","13","1190",625816,"Increase 0% to 19%"
"G3601210","1950","New York","360","Wyoming","1210","Wyoming","13","1210",32822,"Increase 0% to 19%"
"G3601230","1950","New York","360","Yates","1230","Yates","13","1230",17615,"Increase 0% to 19%"
"G3700010","1950","North Carolina","370","Alamance","0010","Alamance","47","10",71220,"Increase 20% to 39%"
"G3700030","1950","North Carolina","370","Alexander","0030","Alexander","47","30",14554,"Increase 0% to 19%"
"G3700050","1950","North Carolina","370","Alleghany","0050","Alleghany","47","50",8155,"Decrease 0% to 19%"
"G3700070","1950","North Carolina","370","Anson","0070","Anson","47","70",26781,"Decrease 0% to 19%"
"G3700090","1950","North Carolina","370","Ashe","0090","Ashe","47","90",21878,"Decrease 0% to 19%"
"G3700110","1950","North Carolina","370","Avery","0110","Avery","47","110",13352,"Decrease 0% to 19%"
"G3700130","1950","North Carolina","370","Beaufort","0130","Beaufort","47","130",37134,"Increase 0% to 19%"
"G3700150","1950","North Carolina","370","Bertie","0150","Bertie","47","150",26439,"Increase 0% to 19%"
"G3700170","1950","North Carolina","370","Bladen","0170","Bladen","47","170",29703,"Increase 0% to 19%"
"G3700190","1950","North Carolina","370","Brunswick","0190","Brunswick","47","190",19238,"Increase 0% to 19%"
"G3700210","1950","North Carolina","370","Buncombe","0210","Buncombe","47","210",124403,"Increase 0% to 19%"
"G3700230","1950","North Carolina","370","Burke","0230","Burke","47","230",45518,"Increase 0% to 19%"
"G3700250","1950","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",63783,"Increase 0% to 19%"
"G3700270","1950","North Carolina","370","Caldwell","0270","Caldwell","47","270",43352,"Increase 20% to 39%"
"G3700290","1950","North Carolina","370","Camden","0290","Camden","47","290",5223,"Decrease 0% to 19%"
"G3700310","1950","North Carolina","370","Carteret","0310","Carteret","47","310",23059,"Increase 20% to 39%"
"G3700330","1950","North Carolina","370","Caswell","0330","Caswell","47","330",20870,"Increase 0% to 19%"
"G3700350","1950","North Carolina","370","Catawba","0350","Catawba","47","350",61794,"Increase 0% to 19%"
"G3700370","1950","North Carolina","370","Chatham","0370","Chatham","47","370",25392,"Increase 0% to 19%"
"G3700390","1950","North Carolina","370","Cherokee","0390","Cherokee","47","390",18294,"Decrease 0% to 19%"
"G3700410","1950","North Carolina","370","Chowan","0410","Chowan","47","410",12540,"Increase 0% to 19%"
"G3700430","1950","North Carolina","370","Clay","0430","Clay","47","430",6006,"Decrease 0% to 19%"
"G3700450","1950","North Carolina","370","Cleveland","0450","Cleveland","47","450",64357,"Increase 0% to 19%"
"G3700470","1950","North Carolina","370","Columbus","0470","Columbus","47","470",50621,"Increase 0% to 19%"
"G3700490","1950","North Carolina","370","Craven","0490","Craven","47","490",48823,"Increase 40% to 59%"
"G3700510","1950","North Carolina","370","Cumberland","0510","Cumberland","47","510",96006,"Increase 60% to 79%"
"G3700530","1950","North Carolina","370","Currituck","0530","Currituck","47","530",6201,"Decrease 0% to 19%"
"G3700550","1950","North Carolina","370","Dare","0550","Dare","47","550",5405,"Decrease 0% to 19%"
"G3700570","1950","North Carolina","370","Davidson","0570","Davidson","47","570",62244,"Increase 0% to 19%"
"G3700590","1950","North Carolina","370","Davie","0590","Davie","47","590",15420,"Increase 0% to 19%"
"G3700610","1950","North Carolina","370","Duplin","0610","Duplin","47","610",41074,"Increase 0% to 19%"
"G3700630","1950","North Carolina","370","Durham","0630","Durham","47","630",101639,"Increase 20% to 39%"
"G3700650","1950","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",51634,"Increase 0% to 19%"
"G3700670","1950","North Carolina","370","Forsyth","0670","Forsyth","47","670",146135,"Increase 0% to 19%"
"G3700690","1950","North Carolina","370","Franklin","0690","Franklin","47","690",31341,"Increase 0% to 19%"
"G3700710","1950","North Carolina","370","Gaston","0710","Gaston","47","710",110836,"Increase 20% to 39%"
"G3700730","1950","North Carolina","370","Gates","0730","Gates","47","730",9555,"Decrease 0% to 19%"
"G3700750","1950","North Carolina","370","Graham","0750","Graham","47","750",6886,"Increase 0% to 19%"
"G3700770","1950","North Carolina","370","Granville","0770","Granville","47","770",31793,"Increase 0% to 19%"
"G3700790","1950","North Carolina","370","Greene","0790","Greene","47","790",18024,"Decrease 0% to 19%"
"G3700810","1950","North Carolina","370","Guilford","0810","Guilford","47","810",191057,"Increase 20% to 39%"
"G3700830","1950","North Carolina","370","Halifax","0830","Halifax","47","830",58377,"Increase 0% to 19%"
"G3700850","1950","North Carolina","370","Harnett","0850","Harnett","47","850",47605,"Increase 0% to 19%"
"G3700870","1950","North Carolina","370","Haywood","0870","Haywood","47","870",37631,"Increase 0% to 19%"
"G3700890","1950","North Carolina","370","Henderson","0890","Henderson","47","890",30921,"Increase 0% to 19%"
"G3700910","1950","North Carolina","370","Hertford","0910","Hertford","47","910",21453,"Increase 0% to 19%"
"G3700930","1950","North Carolina","370","Hoke","0930","Hoke","47","930",15756,"Increase 0% to 19%"
"G3700950","1950","North Carolina","370","Hyde","0950","Hyde","47","950",6479,"Decrease 0% to 19%"
"G3700970","1950","North Carolina","370","Iredell","0970","Iredell","47","970",56303,"Increase 0% to 19%"
"G3700990","1950","North Carolina","370","Jackson","0990","Jackson","47","990",19261,"Decrease 0% to 19%"
"G3701010","1950","North Carolina","370","Johnston","1010","Johnston","47","1010",65906,"Increase 0% to 19%"
"G3701030","1950","North Carolina","370","Jones","1030","Jones","47","1030",11004,"Increase 0% to 19%"
"G3701050","1950","North Carolina","370","Lee","1050","Lee","47","1050",23522,"Increase 20% to 39%"
"G3701070","1950","North Carolina","370","Lenoir","1070","Lenoir","47","1070",45953,"Increase 0% to 19%"
"G3701090","1950","North Carolina","370","Lincoln","1090","Lincoln","47","1090",27459,"Increase 0% to 19%"
"G3701110","1950","North Carolina","370","McDowell","1110","Mcdowell","47","1110",25720,"Increase 0% to 19%"
"G3701130","1950","North Carolina","370","Macon","1130","Macon","47","1130",16174,"Increase 0% to 19%"
"G3701150","1950","North Carolina","370","Madison","1150","Madison","47","1150",20522,"Decrease 0% to 19%"
"G3701170","1950","North Carolina","370","Martin","1170","Martin","47","1170",27938,"Increase 0% to 19%"
"G3701190","1950","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",197052,"Increase 20% to 39%"
"G3701210","1950","North Carolina","370","Mitchell","1210","Mitchell","47","1210",15143,"Decrease 0% to 19%"
"G3701230","1950","North Carolina","370","Montgomery","1230","Montgomery","47","1230",17260,"Increase 0% to 19%"
"G3701250","1950","North Carolina","370","Moore","1250","Moore","47","1250",33129,"Increase 0% to 19%"
"G3701270","1950","North Carolina","370","Nash","1270","Nash","47","1270",59919,"Increase 0% to 19%"
"G3701290","1950","North Carolina","370","New Hanover","1290","New Hanover","47","1290",63272,"Increase 20% to 39%"
"G3701310","1950","North Carolina","370","Northampton","1310","Northampton","47","1310",28432,"Increase 0% to 19%"
"G3701330","1950","North Carolina","370","Onslow","1330","Onslow","47","1330",42047,"Increase 100% or more"
"G3701350","1950","North Carolina","370","Orange","1350","Orange","47","1350",34435,"Increase 40% to 59%"
"G3701370","1950","North Carolina","370","Pamlico","1370","Pamlico","47","1370",9993,"Increase 0% to 19%"
"G3701390","1950","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",24347,"Increase 0% to 19%"
"G3701410","1950","North Carolina","370","Pender","1410","Pender","47","1410",18423,"Increase 0% to 19%"
"G3701430","1950","North Carolina","370","Perquimans","1430","Perquimans","47","1430",9602,"Decrease 0% to 19%"
"G3701450","1950","North Carolina","370","Person","1450","Person","47","1450",24361,"Decrease 0% to 19%"
"G3701470","1950","North Carolina","370","Pitt","1470","Pitt","47","1470",63789,"Increase 0% to 19%"
"G3701490","1950","North Carolina","370","Polk","1490","Polk","47","1490",11627,"Decrease 0% to 19%"
"G3701510","1950","North Carolina","370","Randolph","1510","Randolph","47","1510",50804,"Increase 0% to 19%"
"G3701530","1950","North Carolina","370","Richmond","1530","Richmond","47","1530",39597,"Increase 0% to 19%"
"G3701550","1950","North Carolina","370","Robeson","1550","Robeson","47","1550",87769,"Increase 0% to 19%"
"G3701570","1950","North Carolina","370","Rockingham","1570","Rockingham","47","1570",64816,"Increase 0% to 19%"
"G3701590","1950","North Carolina","370","Rowan","1590","Rowan","47","1590",75410,"Increase 0% to 19%"
"G3701610","1950","North Carolina","370","Rutherford","1610","Rutherford","47","1610",46356,"Increase 0% to 19%"
"G3701630","1950","North Carolina","370","Sampson","1630","Sampson","47","1630",49780,"Increase 0% to 19%"
"G3701650","1950","North Carolina","370","Scotland","1650","Scotland","47","1650",26336,"Increase 0% to 19%"
"G3701670","1950","North Carolina","370","Stanly","1670","Stanly","47","1670",37130,"Increase 0% to 19%"
"G3701690","1950","North Carolina","370","Stokes","1690","Stokes","47","1690",21520,"Decrease 0% to 19%"
"G3701710","1950","North Carolina","370","Surry","1710","Surry","47","1710",45593,"Increase 0% to 19%"
"G3701730","1950","North Carolina","370","Swain","1730","Swain","47","1730",9921,"Decrease 0% to 19%"
"G3701750","1950","North Carolina","370","Transylvania","1750","Transylvania","47","1750",15194,"Increase 20% to 39%"
"G3701770","1950","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",5048,"Decrease 0% to 19%"
"G3701790","1950","North Carolina","370","Union","1790","Union","47","1790",42034,"Increase 0% to 19%"
"G3701810","1950","North Carolina","370","Vance","1810","Vance","47","1810",32101,"Increase 0% to 19%"
"G3701830","1950","North Carolina","370","Wake","1830","Wake","47","1830",136450,"Increase 20% to 39%"
"G3701850","1950","North Carolina","370","Warren","1850","Warren","47","1850",23539,"Increase 0% to 19%"
"G3701870","1950","North Carolina","370","Washington","1870","Washington","47","1870",13180,"Increase 0% to 19%"
"G3701890","1950","North Carolina","370","Watauga","1890","Watauga","47","1890",18342,"Increase 0% to 19%"
"G3701910","1950","North Carolina","370","Wayne","1910","Wayne","47","1910",64267,"Increase 0% to 19%"
"G3701930","1950","North Carolina","370","Wilkes","1930","Wilkes","47","1930",45243,"Increase 0% to 19%"
"G3701950","1950","North Carolina","370","Wilson","1950","Wilson","47","1950",54506,"Increase 0% to 19%"
"G3701970","1950","North Carolina","370","Yadkin","1970","Yadkin","47","1970",22133,"Increase 0% to 19%"
"G3701990","1950","North Carolina","370","Yancey","1990","Yancey","47","1990",16306,"Decrease 0% to 19%"
"G3800010","1950","North Dakota","380","Adams","0010","Adams","36","10",4910,"Increase 0% to 19%"
"G3800030","1950","North Dakota","380","Barnes","0030","Barnes","36","30",16884,"Decrease 0% to 19%"
"G3800050","1950","North Dakota","380","Benson","0050","Benson","36","50",10675,"Decrease 0% to 19%"
"G3800070","1950","North Dakota","380","Billings","0070","Billings","36","70",1777,"Decrease 20% to 39%"
"G3800090","1950","North Dakota","380","Bottineau","0090","Bottineau","36","90",12140,"Decrease 0% to 19%"
"G3800110","1950","North Dakota","380","Bowman","0110","Bowman","36","110",4001,"Increase 0% to 19%"
"G3800130","1950","North Dakota","380","Burke","0130","Burke","36","130",6621,"Decrease 0% to 19%"
"G3800150","1950","North Dakota","380","Burleigh","0150","Burleigh","36","150",25673,"Increase 0% to 19%"
"G3800170","1950","North Dakota","380","Cass","0170","Cass","36","170",58877,"Increase 0% to 19%"
"G3800190","1950","North Dakota","380","Cavalier","0190","Cavalier","36","190",11840,"Decrease 0% to 19%"
"G3800210","1950","North Dakota","380","Dickey","0210","Dickey","36","210",9121,"Decrease 0% to 19%"
"G3800230","1950","North Dakota","380","Divide","0230","Divide","36","230",5967,"Decrease 0% to 19%"
"G3800250","1950","North Dakota","380","Dunn","0250","Dunn","36","250",7212,"Decrease 0% to 19%"
"G3800270","1950","North Dakota","380","Eddy","0270","Eddy","36","270",5372,"Decrease 0% to 19%"
"G3800290","1950","North Dakota","380","Emmons","0290","Emmons","36","290",9715,"Decrease 0% to 19%"
"G3800310","1950","North Dakota","380","Foster","0310","Foster","36","310",5337,"Decrease 0% to 19%"
"G3800330","1950","North Dakota","380","Golden Valley","0330","Golden Valley","36","330",3499,"No change"
"G3800350","1950","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",39443,"Increase 0% to 19%"
"G3800370","1950","North Dakota","380","Grant","0370","Grant","36","370",7114,"Decrease 0% to 19%"
"G3800390","1950","North Dakota","380","Griggs","0390","Griggs","36","390",5460,"Decrease 0% to 19%"
"G3800410","1950","North Dakota","380","Hettinger","0410","Hettinger","36","410",7100,"Decrease 0% to 19%"
"G3800430","1950","North Dakota","380","Kidder","0430","Kidder","36","430",6168,"Decrease 0% to 19%"
"G3800450","1950","North Dakota","380","LaMoure","0450","La Moure","36","450",9498,"Decrease 0% to 19%"
"G3800470","1950","North Dakota","380","Logan","0470","Logan","36","470",6357,"Decrease 0% to 19%"
"G3800490","1950","North Dakota","380","McHenry","0490","Mchenry","36","490",12556,"Decrease 0% to 19%"
"G3800510","1950","North Dakota","380","McIntosh","0510","Mcintosh","36","510",7590,"Decrease 0% to 19%"
"G3800530","1950","North Dakota","380","McKenzie","0530","Mckenzie","36","530",6849,"Decrease 0% to 19%"
"G3800550","1950","North Dakota","380","McLean","0550","Mclean","36","550",18824,"Increase 0% to 19%"
"G3800570","1950","North Dakota","380","Mercer","0570","Mercer","36","570",8686,"Decrease 0% to 19%"
"G3800590","1950","North Dakota","380","Morton","0590","Morton","36","590",19295,"Decrease 0% to 19%"
"G3800610","1950","North Dakota","380","Mountrail","0610","Mountrail","36","610",9418,"Decrease 0% to 19%"
"G3800630","1950","North Dakota","380","Nelson","0630","Nelson","36","630",8090,"Decrease 0% to 19%"
"G3800650","1950","North Dakota","380","Oliver","0650","Oliver","36","650",3091,"Decrease 0% to 19%"
"G3800670","1950","North Dakota","380","Pembina","0670","Pembina","36","670",13990,"Decrease 0% to 19%"
"G3800690","1950","North Dakota","380","Pierce","0690","Pierce","36","690",8326,"Decrease 0% to 19%"
"G3800710","1950","North Dakota","380","Ramsey","0710","Ramsey","36","710",14373,"Decrease 0% to 19%"
"G3800730","1950","North Dakota","380","Ransom","0730","Ransom","36","730",8876,"Decrease 0% to 19%"
"G3800750","1950","North Dakota","380","Renville","0750","Renville","36","750",5405,"Decrease 0% to 19%"
"G3800770","1950","North Dakota","380","Richland","0770","Richland","36","770",19865,"Decrease 0% to 19%"
"G3800790","1950","North Dakota","380","Rolette","0790","Rolette","36","790",11102,"Decrease 0% to 19%"
"G3800810","1950","North Dakota","380","Sargent","0810","Sargent","36","810",7616,"Decrease 0% to 19%"
"G3800830","1950","North Dakota","380","Sheridan","0830","Sheridan","36","830",5253,"Decrease 20% to 39%"
"G3800850","1950","North Dakota","380","Sioux","0850","Sioux","36","850",3696,"Decrease 0% to 19%"
"G3800870","1950","North Dakota","380","Slope","0870","Slope","36","870",2315,"Decrease 20% to 39%"
"G3800890","1950","North Dakota","380","Stark","0890","Stark","36","890",16137,"Increase 0% to 19%"
"G3800910","1950","North Dakota","380","Steele","0910","Steele","36","910",5145,"Decrease 0% to 19%"
