GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G2101230","1930","Kentucky","210","Larue","1230","Larue","51","1230",9093,9093
"G2101250","1930","Kentucky","210","Laurel","1250","Laurel","51","1250",21109,21109
"G2101270","1930","Kentucky","210","Lawrence","1270","Lawrence","51","1270",16713,16713
"G2101290","1930","Kentucky","210","Lee","1290","Lee","51","1290",9729,9729
"G2101310","1930","Kentucky","210","Leslie","1310","Leslie","51","1310",10765,10765
"G2101330","1930","Kentucky","210","Letcher","1330","Letcher","51","1330",35702,35702
"G2101350","1930","Kentucky","210","Lewis","1350","Lewis","51","1350",14315,14315
"G2101370","1930","Kentucky","210","Lincoln","1370","Lincoln","51","1370",17687,17687
"G2101390","1930","Kentucky","210","Livingston","1390","Livingston","51","1390",8608,8608
"G2101410","1930","Kentucky","210","Logan","1410","Logan","51","1410",21875,21875
"G2101430","1930","Kentucky","210","Lyon","1430","Lyon","51","1430",8530,8530
"G2101450","1930","Kentucky","210","McCracken","1450","Mccracken","51","1450",46271,46271
"G2101470","1930","Kentucky","210","McCreary","1470","Mccreary","51","1470",14627,14627
"G2101490","1930","Kentucky","210","McLean","1490","Mclean","51","1490",11072,11072
"G2101510","1930","Kentucky","210","Madison","1510","Madison","51","1510",27621,27621
"G2101530","1930","Kentucky","210","Magoffin","1530","Magoffin","51","1530",15719,15719
"G2101550","1930","Kentucky","210","Marion","1550","Marion","51","1550",15499,15499
"G2101570","1930","Kentucky","210","Marshall","1570","Marshall","51","1570",12889,12889
"G2101590","1930","Kentucky","210","Martin","1590","Martin","51","1590",8584,8584
"G2101610","1930","Kentucky","210","Mason","1610","Mason","51","1610",18862,18862
"G2101630","1930","Kentucky","210","Meade","1630","Meade","51","1630",8042,8042
"G2101650","1930","Kentucky","210","Menifee","1650","Menifee","51","1650",4958,4958
"G2101670","1930","Kentucky","210","Mercer","1670","Mercer","51","1670",14471,14471
"G2101690","1930","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",9373,9373
"G2101710","1930","Kentucky","210","Monroe","1710","Monroe","51","1710",13077,13077
"G2101730","1930","Kentucky","210","Montgomery","1730","Montgomery","51","1730",11660,11660
"G2101750","1930","Kentucky","210","Morgan","1750","Morgan","51","1750",15130,15130
"G2101770","1930","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",37784,37784
"G2101790","1930","Kentucky","210","Nelson","1790","Nelson","51","1790",16551,16551
"G2101810","1930","Kentucky","210","Nicholas","1810","Nicholas","51","1810",8571,8571
"G2101830","1930","Kentucky","210","Ohio","1830","Ohio","51","1830",24469,24469
"G2101850","1930","Kentucky","210","Oldham","1850","Oldham","51","1850",7402,7402
"G2101870","1930","Kentucky","210","Owen","1870","Owen","51","1870",10710,10710
"G2101890","1930","Kentucky","210","Owsley","1890","Owsley","51","1890",7223,7223
"G2101910","1930","Kentucky","210","Pendleton","1910","Pendleton","51","1910",10876,10876
"G2101930","1930","Kentucky","210","Perry","1930","Perry","51","1930",42186,42186
"G2101950","1930","Kentucky","210","Pike","1950","Pike","51","1950",63267,63267
"G2101970","1930","Kentucky","210","Powell","1970","Powell","51","1970",5800,5800
"G2101990","1930","Kentucky","210","Pulaski","1990","Pulaski","51","1990",35640,35640
"G2102010","1930","Kentucky","210","Robertson","2010","Robertson","51","2010",3344,3344
"G2102030","1930","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",15149,15149
"G2102050","1930","Kentucky","210","Rowan","2050","Rowan","51","2050",10893,10893
"G2102070","1930","Kentucky","210","Russell","2070","Russell","51","2070",11930,11930
"G2102090","1930","Kentucky","210","Scott","2090","Scott","51","2090",14400,14400
"G2102110","1930","Kentucky","210","Shelby","2110","Shelby","51","2110",17679,17679
"G2102130","1930","Kentucky","210","Simpson","2130","Simpson","51","2130",11336,11336
"G2102150","1930","Kentucky","210","Spencer","2150","Spencer","51","2150",6606,6606
"G2102170","1930","Kentucky","210","Taylor","2170","Taylor","51","2170",12047,12047
"G2102190","1930","Kentucky","210","Todd","2190","Todd","51","2190",13520,13520
"G2102210","1930","Kentucky","210","Trigg","2210","Trigg","51","2210",12531,12531
"G2102230","1930","Kentucky","210","Trimble","2230","Trimble","51","2230",5348,5348
"G2102250","1930","Kentucky","210","Union","2250","Union","51","2250",17053,17053
"G2102270","1930","Kentucky","210","Warren","2270","Warren","51","2270",33676,33676
"G2102290","1930","Kentucky","210","Washington","2290","Washington","51","2290",12623,12623
"G2102310","1930","Kentucky","210","Wayne","2310","Wayne","51","2310",15848,15848
"G2102330","1930","Kentucky","210","Webster","2330","Webster","51","2330",20534,20534
"G2102350","1930","Kentucky","210","Whitley","2350","Whitley","51","2350",29730,29730
"G2102370","1930","Kentucky","210","Wolfe","2370","Wolfe","51","2370",8425,8425
"G2102390","1930","Kentucky","210","Woodford","2390","Woodford","51","2390",10981,10981
"G2200010","1930","Louisiana","220","Acadia","0010","Acadia","45","10",39326,39326
"G2200030","1930","Louisiana","220","Allen","0030","Allen","45","30",15261,15261
"G2200050","1930","Louisiana","220","Ascension","0050","Ascension","45","50",18438,18438
"G2200070","1930","Louisiana","220","Assumption","0070","Assumption","45","70",15990,15990
"G2200090","1930","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",34926,34926
"G2200110","1930","Louisiana","220","Beauregard","0110","Beauregard","45","110",14569,14569
"G2200130","1930","Louisiana","220","Bienville","0130","Bienville","45","130",23789,23789
"G2200150","1930","Louisiana","220","Bossier","0150","Bossier","45","150",28388,28388
"G2200170","1930","Louisiana","220","Caddo","0170","Caddo","45","170",124670,124670
"G2200190","1930","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",41963,41963
"G2200210","1930","Louisiana","220","Caldwell","0210","Caldwell","45","210",10430,10430
"G2200230","1930","Louisiana","220","Cameron","0230","Cameron","45","230",6054,6054
"G2200250","1930","Louisiana","220","Catahoula","0250","Catahoula","45","250",12451,12451
"G2200270","1930","Louisiana","220","Claiborne","0270","Claiborne","45","270",32285,32285
"G2200290","1930","Louisiana","220","Concordia","0290","Concordia","45","290",12778,12778
"G2200310","1930","Louisiana","220","De Soto","0310","De Soto","45","310",31016,31016
"G2200330","1930","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",68208,68208
"G2200350","1930","Louisiana","220","East Carroll","0350","East Carroll","45","350",15815,15815
"G2200370","1930","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",17449,17449
"G2200390","1930","Louisiana","220","Evangeline","0390","Evangeline","45","390",25483,25483
"G2200410","1930","Louisiana","220","Franklin","0410","Franklin","45","410",30530,30530
"G2200430","1930","Louisiana","220","Grant","0430","Grant","45","430",15709,15709
"G2200450","1930","Louisiana","220","Iberia","0450","Iberia","45","450",28192,28192
"G2200470","1930","Louisiana","220","Iberville","0470","Iberville","45","470",24638,24638
"G2200490","1930","Louisiana","220","Jackson","0490","Jackson","45","490",13808,13808
"G2200510","1930","Louisiana","220","Jefferson","0510","Jefferson","45","510",40032,40032
"G2200530","1930","Louisiana","220","Jefferson Davis","0530","Jefferson Davis","45","530",19765,19765
"G2200550","1930","Louisiana","220","Lafayette","0550","Lafayette","45","550",38827,38827
"G2200570","1930","Louisiana","220","Lafourche","0570","Lafourche","45","570",32419,32419
"G2200590","1930","Louisiana","220","La Salle","0590","La Salle","45","590",11668,11668
"G2200610","1930","Louisiana","220","Lincoln","0610","Lincoln","45","610",22822,22822
"G2200630","1930","Louisiana","220","Livingston","0630","Livingston","45","630",18206,18206
"G2200650","1930","Louisiana","220","Madison","0650","Madison","45","650",14829,14829
"G2200670","1930","Louisiana","220","Morehouse","0670","Morehouse","45","670",23689,23689
"G2200690","1930","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",38477,38477
"G2200710","1930","Louisiana","220","Orleans","0710","Orleans","45","710",458762,458762
"G2200730","1930","Louisiana","220","Ouachita","0730","Ouachita","45","730",54337,54337
"G2200750","1930","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",9608,9608
"G2200770","1930","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",21007,21007
"G2200790","1930","Louisiana","220","Rapides","0790","Rapides","45","790",65455,65455
"G2200810","1930","Louisiana","220","Red River","0810","Red River","45","810",16078,16078
"G2200830","1930","Louisiana","220","Richland","0830","Richland","45","830",26374,26374
"G2200850","1930","Louisiana","220","Sabine","0850","Sabine","45","850",24110,24110
"G2200870","1930","Louisiana","220","St Bernard","0870","St Bernard","45","870",6512,6512
"G2200890","1930","Louisiana","220","St Charles","0890","St Charles","45","890",12111,12111
"G2200910","1930","Louisiana","220","St Helena","0910","St Helena","45","910",8492,8492
"G2200930","1930","Louisiana","220","St James","0930","St James","45","930",15338,15338
"G2200950","1930","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",14078,14078
"G2200970","1930","Louisiana","220","St Landry","0970","St Landry","45","970",60074,60074
"G2200990","1930","Louisiana","220","St Martin","0990","St Martin","45","990",21767,21767
"G2201010","1930","Louisiana","220","St Mary","1010","St Mary","45","1010",29397,29397
"G2201030","1930","Louisiana","220","St Tammany","1030","St Tammany","45","1030",20929,20929
"G2201050","1930","Louisiana","220","Tangipahoa","1050","Tangipahoa","45","1050",46227,46227
"G2201070","1930","Louisiana","220","Tensas","1070","Tensas","45","1070",15096,15096
"G2201090","1930","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",29816,29816
"G2201110","1930","Louisiana","220","Union","1110","Union","45","1110",20731,20731
"G2201130","1930","Louisiana","220","Vermilion","1130","Vermilion","45","1130",33684,33684
"G2201150","1930","Louisiana","220","Vernon","1150","Vernon","45","1150",20047,20047
"G2201170","1930","Louisiana","220","Washington","1170","Washington","45","1170",29904,29904
"G2201190","1930","Louisiana","220","Webster","1190","Webster","45","1190",29458,29458
"G2201210","1930","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",9716,9716
"G2201230","1930","Louisiana","220","West Carroll","1230","West Carroll","45","1230",13895,13895
"G2201250","1930","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",10924,10924
"G2201270","1930","Louisiana","220","Winn","1270","Winn","45","1270",14766,14766
"G2300010","1930","Maine","230","Androscoggin","0010","Androscoggin","2","10",71214,71214
"G2300030","1930","Maine","230","Aroostook","0030","Aroostook","2","30",87843,87843
"G2300050","1930","Maine","230","Cumberland","0050","Cumberland","2","50",134645,134645
"G2300070","1930","Maine","230","Franklin","0070","Franklin","2","70",19941,19941
"G2300090","1930","Maine","230","Hancock","0090","Hancock","2","90",30721,30721
"G2300110","1930","Maine","230","Kennebec","0110","Kennebec","2","110",70691,70691
"G2300130","1930","Maine","230","Knox","0130","Knox","2","130",27693,27693
"G2300150","1930","Maine","230","Lincoln","0150","Lincoln","2","150",15498,15498
"G2300170","1930","Maine","230","Oxford","0170","Oxford","2","170",41483,41483
"G2300190","1930","Maine","230","Penobscot","0190","Penobscot","2","190",92379,92379
"G2300210","1930","Maine","230","Piscataquis","0210","Piscataquis","2","210",18231,18231
"G2300230","1930","Maine","230","Sagadahoc","0230","Sagadahoc","2","230",16927,16927
"G2300250","1930","Maine","230","Somerset","0250","Somerset","2","250",39111,39111
"G2300270","1930","Maine","230","Waldo","0270","Waldo","2","270",20286,20286
"G2300290","1930","Maine","230","Washington","0290","Washington","2","290",37826,37826
"G2300310","1930","Maine","230","York","0310","York","2","310",72934,72934
"G2400010","1930","Maryland","240","Allegany","0010","Allegany","52","10",79098,79098
"G2400030","1930","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",55167,55167
"G2400050","1930","Maryland","240","Baltimore","0050","Baltimore","52","50",124565,124565
"G2400090","1930","Maryland","240","Calvert","0090","Calvert","52","70",9528,9528
"G2400110","1930","Maryland","240","Caroline","0110","Caroline","52","90",17387,17387
"G2400130","1930","Maryland","240","Carroll","0130","Carroll","52","110",35978,35978
"G2400150","1930","Maryland","240","Cecil","0150","Cecil","52","130",25827,25827
"G2400170","1930","Maryland","240","Charles","0170","Charles","52","150",16166,16166
"G2400190","1930","Maryland","240","Dorchester","0190","Dorchester","52","170",26813,26813
"G2400210","1930","Maryland","240","Frederick","0210","Frederick","52","190",54440,54440
"G2400230","1930","Maryland","240","Garrett","0230","Garrett","52","210",19908,19908
"G2400250","1930","Maryland","240","Harford","0250","Harford","52","230",31603,31603
"G2400270","1930","Maryland","240","Howard","0270","Howard","52","250",16169,16169
"G2400290","1930","Maryland","240","Kent","0290","Kent","52","270",14242,14242
"G2400310","1930","Maryland","240","Montgomery","0310","Montgomery","52","290",49206,49206
"G2400330","1930","Maryland","240","Prince Georges","0330","Prince Georges","52","310",60095,60095
"G2400350","1930","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",14571,14571
"G2400370","1930","Maryland","240","St Mary's","0370","St Mary's","52","370",15189,15189
"G2400390","1930","Maryland","240","Somerset","0390","Somerset","52","350",23382,23382
"G2400410","1930","Maryland","240","Talbot","0410","Talbot","52","390",18583,18583
"G2400430","1930","Maryland","240","Washington","0430","Washington","52","410",65882,65882
"G2400450","1930","Maryland","240","Wicomico","0450","Wicomico","52","430",31229,31229
"G2400470","1930","Maryland","240","Worcester","0470","Worcester","52","450",21624,21624
"G2405100","1930","Maryland","240","Baltimore City","5100","Baltimore City","52","5100",804874,804874
"G2500010","1930","Massachusetts","250","Barnstable","0010","Barnstable","3","10",32305,32305
"G2500030","1930","Massachusetts","250","Berkshire","0030","Berkshire","3","30",120700,120700
"G2500050","1930","Massachusetts","250","Bristol","0050","Bristol","3","50",364590,364590
"G2500070","1930","Massachusetts","250","Dukes","0070","Dukes","3","70",4953,4953
"G2500090","1930","Massachusetts","250","Essex","0090","Essex","3","90",498040,498040
"G2500110","1930","Massachusetts","250","Franklin","0110","Franklin","3","110",49612,49612
"G2500130","1930","Massachusetts","250","Hampden","0130","Hampden","3","130",335496,335496
"G2500150","1930","Massachusetts","250","Hampshire","0150","Hampshire","3","150",72801,72801
"G2500170","1930","Massachusetts","250","Middlesex","0170","Middlesex","3","170",934924,934924
"G2500190","1930","Massachusetts","250","Nantucket","0190","Nantucket","3","190",3678,3678
"G2500210","1930","Massachusetts","250","Norfolk","0210","Norfolk","3","210",299426,299426
"G2500230","1930","Massachusetts","250","Plymouth","0230","Plymouth","3","230",162311,162311
"G2500250","1930","Massachusetts","250","Suffolk","0250","Suffolk","3","250",879536,879536
"G2500270","1930","Massachusetts","250","Worcester","0270","Worcester","3","270",491242,491242
"G2600010","1930","Michigan","260","Alcona","0010","Alcona","23","10",4989,4989
"G2600030","1930","Michigan","260","Alger","0030","Alger","23","30",9327,9327
"G2600050","1930","Michigan","260","Allegan","0050","Allegan","23","50",38974,38974
"G2600070","1930","Michigan","260","Alpena","0070","Alpena","23","70",18574,18574
"G2600090","1930","Michigan","260","Antrim","0090","Antrim","23","90",9979,9979
"G2600110","1930","Michigan","260","Arenac","0110","Arenac","23","110",8007,8007
"G2600130","1930","Michigan","260","Baraga","0130","Baraga","23","130",9168,9168
