GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G2001170","1920","Kansas","200","Marshall","1170","Marshall","32","1170",22730,22730
"G2001190","1920","Kansas","200","Meade","1190","Meade","32","1190",5542,5542
"G2001210","1920","Kansas","200","Miami","1210","Miami","32","1210",19809,19809
"G2001230","1920","Kansas","200","Mitchell","1230","Mitchell","32","1230",13886,13886
"G2001250","1920","Kansas","200","Montgomery","1250","Montgomery","32","1250",49645,49645
"G2001270","1920","Kansas","200","Morris","1270","Morris","32","1270",12005,12005
"G2001290","1920","Kansas","200","Morton","1290","Morton","32","1290",3177,3177
"G2001310","1920","Kansas","200","Nemaha","1310","Nemaha","32","1310",18487,18487
"G2001330","1920","Kansas","200","Neosho","1330","Neosho","32","1330",24000,24000
"G2001350","1920","Kansas","200","Ness","1350","Ness","32","1350",7490,7490
"G2001370","1920","Kansas","200","Norton","1370","Norton","32","1370",11423,11423
"G2001390","1920","Kansas","200","Osage","1390","Osage","32","1390",18621,18621
"G2001410","1920","Kansas","200","Osborne","1410","Osborne","32","1410",12441,12441
"G2001430","1920","Kansas","200","Ottawa","1430","Ottawa","32","1430",10714,10714
"G2001450","1920","Kansas","200","Pawnee","1450","Pawnee","32","1450",9323,9323
"G2001470","1920","Kansas","200","Phillips","1470","Phillips","32","1470",12505,12505
"G2001490","1920","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",16154,16154
"G2001510","1920","Kansas","200","Pratt","1510","Pratt","32","1510",12909,12909
"G2001530","1920","Kansas","200","Rawlins","1530","Rawlins","32","1530",6799,6799
"G2001550","1920","Kansas","200","Reno","1550","Reno","32","1550",44423,44423
"G2001570","1920","Kansas","200","Republic","1570","Republic","32","1570",15855,15855
"G2001590","1920","Kansas","200","Rice","1590","Rice","32","1590",14832,14832
"G2001610","1920","Kansas","200","Riley","1610","Riley","32","1610",20650,20650
"G2001630","1920","Kansas","200","Rooks","1630","Rooks","32","1630",9966,9966
"G2001650","1920","Kansas","200","Rush","1650","Rush","32","1650",8360,8360
"G2001670","1920","Kansas","200","Russell","1670","Russell","32","1670",10748,10748
"G2001690","1920","Kansas","200","Saline","1690","Saline","32","1690",25103,25103
"G2001710","1920","Kansas","200","Scott","1710","Scott","32","1710",3121,3121
"G2001730","1920","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",92234,92234
"G2001750","1920","Kansas","200","Seward","1750","Seward","32","1750",6220,6220
"G2001770","1920","Kansas","200","Shawnee","1770","Shawnee","32","1770",69159,69159
"G2001790","1920","Kansas","200","Sheridan","1790","Sheridan","32","1790",5484,5484
"G2001810","1920","Kansas","200","Sherman","1810","Sherman","32","1810",5592,5592
"G2001830","1920","Kansas","200","Smith","1830","Smith","32","1830",14985,14985
"G2001850","1920","Kansas","200","Stafford","1850","Stafford","32","1850",11559,11559
"G2001870","1920","Kansas","200","Stanton","1870","Stanton","32","1870",908,908
"G2001890","1920","Kansas","200","Stevens","1890","Stevens","32","1890",3943,3943
"G2001910","1920","Kansas","200","Sumner","1910","Sumner","32","1910",29213,29213
"G2001930","1920","Kansas","200","Thomas","1930","Thomas","32","1930",5517,5517
"G2001950","1920","Kansas","200","Trego","1950","Trego","32","1950",5880,5880
"G2001970","1920","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",11424,11424
"G2001990","1920","Kansas","200","Wallace","1990","Wallace","32","1990",2424,2424
"G2002010","1920","Kansas","200","Washington","2010","Washington","32","2010",17984,17984
"G2002030","1920","Kansas","200","Wichita","2030","Wichita","32","2030",1856,1856
"G2002050","1920","Kansas","200","Wilson","2050","Wilson","32","2050",21157,21157
"G2002070","1920","Kansas","200","Woodson","2070","Woodson","32","2070",8984,8984
"G2002090","1920","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",122218,122218
"G2100010","1920","Kentucky","210","Adair","0010","Adair","51","10",17289,17289
"G2100030","1920","Kentucky","210","Allen","0030","Allen","51","30",16761,16761
"G2100050","1920","Kentucky","210","Anderson","0050","Anderson","51","50",9982,9982
"G2100070","1920","Kentucky","210","Ballard","0070","Ballard","51","70",12045,12045
"G2100090","1920","Kentucky","210","Barren","0090","Barren","51","90",25356,25356
"G2100110","1920","Kentucky","210","Bath","0110","Bath","51","110",11996,11996
"G2100130","1920","Kentucky","210","Bell","0130","Bell","51","130",33988,33988
"G2100150","1920","Kentucky","210","Boone","0150","Boone","51","150",9572,9572
"G2100170","1920","Kentucky","210","Bourbon","0170","Bourbon","51","170",18418,18418
"G2100190","1920","Kentucky","210","Boyd","0190","Boyd","51","190",29281,29281
"G2100210","1920","Kentucky","210","Boyle","0210","Boyle","51","210",14998,14998
"G2100230","1920","Kentucky","210","Bracken","0230","Bracken","51","230",10210,10210
"G2100250","1920","Kentucky","210","Breathitt","0250","Breathitt","51","250",20614,20614
"G2100270","1920","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",19652,19652
"G2100290","1920","Kentucky","210","Bullitt","0290","Bullitt","51","290",9328,9328
"G2100310","1920","Kentucky","210","Butler","0310","Butler","51","310",15197,15197
"G2100330","1920","Kentucky","210","Caldwell","0330","Caldwell","51","330",13975,13975
"G2100350","1920","Kentucky","210","Calloway","0350","Calloway","51","350",20802,20802
"G2100370","1920","Kentucky","210","Campbell","0370","Campbell","51","370",61868,61868
"G2100390","1920","Kentucky","210","Carlisle","0390","Carlisle","51","390",8231,8231
"G2100410","1920","Kentucky","210","Carroll","0410","Carroll","51","410",8346,8346
"G2100430","1920","Kentucky","210","Carter","0430","Carter","51","430",22474,22474
"G2100450","1920","Kentucky","210","Casey","0450","Casey","51","450",17213,17213
"G2100470","1920","Kentucky","210","Christian","0470","Christian","51","470",35883,35883
"G2100490","1920","Kentucky","210","Clark","0490","Clark","51","490",17901,17901
"G2100510","1920","Kentucky","210","Clay","0510","Clay","51","510",19795,19795
"G2100530","1920","Kentucky","210","Clinton","0530","Clinton","51","530",8589,8589
"G2100550","1920","Kentucky","210","Crittenden","0550","Crittenden","51","550",13125,13125
"G2100570","1920","Kentucky","210","Cumberland","0570","Cumberland","51","570",10648,10648
"G2100590","1920","Kentucky","210","Daviess","0590","Daviess","51","590",40733,40733
"G2100610","1920","Kentucky","210","Edmonson","0610","Edmonson","51","610",10894,10894
"G2100630","1920","Kentucky","210","Elliott","0630","Elliott","51","630",8887,8887
"G2100650","1920","Kentucky","210","Estill","0650","Estill","51","650",15569,15569
"G2100670","1920","Kentucky","210","Fayette","0670","Fayette","51","670",54664,54664
"G2100690","1920","Kentucky","210","Fleming","0690","Fleming","51","690",15614,15614
"G2100710","1920","Kentucky","210","Floyd","0710","Floyd","51","710",27427,27427
"G2100730","1920","Kentucky","210","Franklin","0730","Franklin","51","730",19357,19357
"G2100750","1920","Kentucky","210","Fulton","0750","Fulton","51","750",15197,15197
"G2100770","1920","Kentucky","210","Gallatin","0770","Gallatin","51","770",4664,4664
"G2100790","1920","Kentucky","210","Garrard","0790","Garrard","51","790",12503,12503
"G2100810","1920","Kentucky","210","Grant","0810","Grant","51","810",10435,10435
"G2100830","1920","Kentucky","210","Graves","0830","Graves","51","830",32483,32483
"G2100850","1920","Kentucky","210","Grayson","0850","Grayson","51","850",19927,19927
"G2100870","1920","Kentucky","210","Green","0870","Green","51","870",11391,11391
"G2100890","1920","Kentucky","210","Greenup","0890","Greenup","51","890",20062,20062
"G2100910","1920","Kentucky","210","Hancock","0910","Hancock","51","910",6945,6945
"G2100930","1920","Kentucky","210","Hardin","0930","Hardin","51","930",24287,24287
"G2100950","1920","Kentucky","210","Harlan","0950","Harlan","51","950",31546,31546
"G2100970","1920","Kentucky","210","Harrison","0970","Harrison","51","970",15798,15798
"G2100990","1920","Kentucky","210","Hart","0990","Hart","51","990",18544,18544
"G2101010","1920","Kentucky","210","Henderson","1010","Henderson","51","1010",27609,27609
"G2101030","1920","Kentucky","210","Henry","1030","Henry","51","1030",13411,13411
"G2101050","1920","Kentucky","210","Hickman","1050","Hickman","51","1050",10244,10244
"G2101070","1920","Kentucky","210","Hopkins","1070","Hopkins","51","1070",34133,34133
"G2101090","1920","Kentucky","210","Jackson","1090","Jackson","51","1090",11687,11687
"G2101110","1920","Kentucky","210","Jefferson","1110","Jefferson","51","1110",286369,286369
"G2101130","1920","Kentucky","210","Jessamine","1130","Jessamine","51","1130",12205,12205
"G2101150","1920","Kentucky","210","Johnson","1150","Johnson","51","1150",19622,19622
"G2101170","1920","Kentucky","210","Kenton","1170","Kenton","51","1170",73453,73453
"G2101190","1920","Kentucky","210","Knott","1190","Knott","51","1190",11655,11655
"G2101210","1920","Kentucky","210","Knox","1210","Knox","51","1210",24172,24172
"G2101230","1920","Kentucky","210","Larue","1230","Larue","51","1230",10004,10004
"G2101250","1920","Kentucky","210","Laurel","1250","Laurel","51","1250",19814,19814
"G2101270","1920","Kentucky","210","Lawrence","1270","Lawrence","51","1270",17643,17643
"G2101290","1920","Kentucky","210","Lee","1290","Lee","51","1290",11918,11918
"G2101310","1920","Kentucky","210","Leslie","1310","Leslie","51","1310",10097,10097
"G2101330","1920","Kentucky","210","Letcher","1330","Letcher","51","1330",24467,24467
"G2101350","1920","Kentucky","210","Lewis","1350","Lewis","51","1350",15829,15829
"G2101370","1920","Kentucky","210","Lincoln","1370","Lincoln","51","1370",16481,16481
"G2101390","1920","Kentucky","210","Livingston","1390","Livingston","51","1390",9732,9732
"G2101410","1920","Kentucky","210","Logan","1410","Logan","51","1410",23633,23633
"G2101430","1920","Kentucky","210","Lyon","1430","Lyon","51","1430",8795,8795
"G2101450","1920","Kentucky","210","McCracken","1450","Mccracken","51","1450",37246,37246
"G2101470","1920","Kentucky","210","McCreary","1470","Mccreary","51","1470",11676,11676
"G2101490","1920","Kentucky","210","McLean","1490","Mclean","51","1490",12502,12502
"G2101510","1920","Kentucky","210","Madison","1510","Madison","51","1510",26284,26284
"G2101530","1920","Kentucky","210","Magoffin","1530","Magoffin","51","1530",13859,13859
"G2101550","1920","Kentucky","210","Marion","1550","Marion","51","1550",15527,15527
"G2101570","1920","Kentucky","210","Marshall","1570","Marshall","51","1570",15215,15215
"G2101590","1920","Kentucky","210","Martin","1590","Martin","51","1590",7654,7654
"G2101610","1920","Kentucky","210","Mason","1610","Mason","51","1610",17760,17760
"G2101630","1920","Kentucky","210","Meade","1630","Meade","51","1630",9442,9442
"G2101650","1920","Kentucky","210","Menifee","1650","Menifee","51","1650",5779,5779
"G2101670","1920","Kentucky","210","Mercer","1670","Mercer","51","1670",14795,14795
"G2101690","1920","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",10075,10075
"G2101710","1920","Kentucky","210","Monroe","1710","Monroe","51","1710",14214,14214
"G2101730","1920","Kentucky","210","Montgomery","1730","Montgomery","51","1730",12245,12245
"G2101750","1920","Kentucky","210","Morgan","1750","Morgan","51","1750",16518,16518
"G2101770","1920","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",33353,33353
"G2101790","1920","Kentucky","210","Nelson","1790","Nelson","51","1790",16137,16137
"G2101810","1920","Kentucky","210","Nicholas","1810","Nicholas","51","1810",9894,9894
"G2101830","1920","Kentucky","210","Ohio","1830","Ohio","51","1830",26473,26473
"G2101850","1920","Kentucky","210","Oldham","1850","Oldham","51","1850",7689,7689
"G2101870","1920","Kentucky","210","Owen","1870","Owen","51","1870",12554,12554
"G2101890","1920","Kentucky","210","Owsley","1890","Owsley","51","1890",7820,7820
"G2101910","1920","Kentucky","210","Pendleton","1910","Pendleton","51","1910",11719,11719
"G2101930","1920","Kentucky","210","Perry","1930","Perry","51","1930",26042,26042
"G2101950","1920","Kentucky","210","Pike","1950","Pike","51","1950",49477,49477
"G2101970","1920","Kentucky","210","Powell","1970","Powell","51","1970",6745,6745
"G2101990","1920","Kentucky","210","Pulaski","1990","Pulaski","51","1990",34010,34010
"G2102010","1920","Kentucky","210","Robertson","2010","Robertson","51","2010",3871,3871
"G2102030","1920","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",15406,15406
"G2102050","1920","Kentucky","210","Rowan","2050","Rowan","51","2050",9467,9467
"G2102070","1920","Kentucky","210","Russell","2070","Russell","51","2070",11854,11854
"G2102090","1920","Kentucky","210","Scott","2090","Scott","51","2090",15318,15318
"G2102110","1920","Kentucky","210","Shelby","2110","Shelby","51","2110",18532,18532
"G2102130","1920","Kentucky","210","Simpson","2130","Simpson","51","2130",11150,11150
"G2102150","1920","Kentucky","210","Spencer","2150","Spencer","51","2150",7785,7785
"G2102170","1920","Kentucky","210","Taylor","2170","Taylor","51","2170",12236,12236
"G2102190","1920","Kentucky","210","Todd","2190","Todd","51","2190",15694,15694
"G2102210","1920","Kentucky","210","Trigg","2210","Trigg","51","2210",14208,14208
"G2102230","1920","Kentucky","210","Trimble","2230","Trimble","51","2230",6011,6011
"G2102250","1920","Kentucky","210","Union","2250","Union","51","2250",18040,18040
"G2102270","1920","Kentucky","210","Warren","2270","Warren","51","2270",30858,30858
"G2102290","1920","Kentucky","210","Washington","2290","Washington","51","2290",14773,14773
"G2102310","1920","Kentucky","210","Wayne","2310","Wayne","51","2310",16208,16208
"G2102330","1920","Kentucky","210","Webster","2330","Webster","51","2330",20762,20762
"G2102350","1920","Kentucky","210","Whitley","2350","Whitley","51","2350",27749,27749
"G2102370","1920","Kentucky","210","Wolfe","2370","Wolfe","51","2370",8783,8783
"G2102390","1920","Kentucky","210","Woodford","2390","Woodford","51","2390",11784,11784
"G2200010","1920","Louisiana","220","Acadia","0010","Acadia","45","10",34820,34820
"G2200030","1920","Louisiana","220","Allen","0030","Allen","45","30",18382,18382
"G2200050","1920","Louisiana","220","Ascension","0050","Ascension","45","50",22155,22155
"G2200070","1920","Louisiana","220","Assumption","0070","Assumption","45","70",17912,17912
"G2200090","1920","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",35300,35300
"G2200110","1920","Louisiana","220","Beauregard","0110","Beauregard","45","110",20767,20767
"G2200130","1920","Louisiana","220","Bienville","0130","Bienville","45","130",20977,20977
"G2200150","1920","Louisiana","220","Bossier","0150","Bossier","45","150",22266,22266
"G2200170","1920","Louisiana","220","Caddo","0170","Caddo","45","170",83265,83265
"G2200190","1920","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",32807,32807
"G2200210","1920","Louisiana","220","Caldwell","0210","Caldwell","45","210",9514,9514
"G2200230","1920","Louisiana","220","Cameron","0230","Cameron","45","230",3952,3952
"G2200250","1920","Louisiana","220","Catahoula","0250","Catahoula","45","250",11074,11074
"G2200270","1920","Louisiana","220","Claiborne","0270","Claiborne","45","270",27885,27885
"G2200290","1920","Louisiana","220","Concordia","0290","Concordia","45","290",12466,12466
"G2200310","1920","Louisiana","220","De Soto","0310","De Soto","45","310",29376,29376
"G2200330","1920","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",44513,44513
"G2200350","1920","Louisiana","220","East Carroll","0350","East Carroll","45","350",11231,11231
"G2200370","1920","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",17487,17487
