GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G3900190","1960","Ohio","390","Carroll","0190","Carroll","24","190",20857
"G3900210","1960","Ohio","390","Champaign","0210","Champaign","24","210",29714
"G3900230","1960","Ohio","390","Clark","0230","Clark","24","230",131440
"G3900250","1960","Ohio","390","Clermont","0250","Clermont","24","250",80530
"G3900270","1960","Ohio","390","Clinton","0270","Clinton","24","270",30004
"G3900290","1960","Ohio","390","Columbiana","0290","Columbiana","24","290",107004
"G3900310","1960","Ohio","390","Coshocton","0310","Coshocton","24","310",32224
"G3900330","1960","Ohio","390","Crawford","0330","Crawford","24","330",46775
"G3900350","1960","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",1647895
"G3900370","1960","Ohio","390","Darke","0370","Darke","24","370",45612
"G3900390","1960","Ohio","390","Defiance","0390","Defiance","24","390",31508
"G3900410","1960","Ohio","390","Delaware","0410","Delaware","24","410",36107
"G3900430","1960","Ohio","390","Erie","0430","Erie","24","430",68000
"G3900450","1960","Ohio","390","Fairfield","0450","Fairfield","24","450",63912
"G3900470","1960","Ohio","390","Fayette","0470","Fayette","24","470",24775
"G3900490","1960","Ohio","390","Franklin","0490","Franklin","24","490",682962
"G3900510","1960","Ohio","390","Fulton","0510","Fulton","24","510",29301
"G3900530","1960","Ohio","390","Gallia","0530","Gallia","24","530",26120
"G3900550","1960","Ohio","390","Geauga","0550","Geauga","24","550",47573
"G3900570","1960","Ohio","390","Greene","0570","Greene","24","570",94642
"G3900590","1960","Ohio","390","Guernsey","0590","Guernsey","24","590",38579
"G3900610","1960","Ohio","390","Hamilton","0610","Hamilton","24","610",864121
"G3900630","1960","Ohio","390","Hancock","0630","Hancock","24","630",53686
"G3900650","1960","Ohio","390","Hardin","0650","Hardin","24","650",29633
"G3900670","1960","Ohio","390","Harrison","0670","Harrison","24","670",17995
"G3900690","1960","Ohio","390","Henry","0690","Henry","24","690",25392
"G3900710","1960","Ohio","390","Highland","0710","Highland","24","710",29716
"G3900730","1960","Ohio","390","Hocking","0730","Hocking","24","730",20168
"G3900750","1960","Ohio","390","Holmes","0750","Holmes","24","750",21591
"G3900770","1960","Ohio","390","Huron","0770","Huron","24","770",47326
"G3900790","1960","Ohio","390","Jackson","0790","Jackson","24","790",29372
"G3900810","1960","Ohio","390","Jefferson","0810","Jefferson","24","810",99201
"G3900830","1960","Ohio","390","Knox","0830","Knox","24","830",38808
"G3900850","1960","Ohio","390","Lake","0850","Lake","24","850",148700
"G3900870","1960","Ohio","390","Lawrence","0870","Lawrence","24","870",55438
"G3900890","1960","Ohio","390","Licking","0890","Licking","24","890",90242
"G3900910","1960","Ohio","390","Logan","0910","Logan","24","910",34803
"G3900930","1960","Ohio","390","Lorain","0930","Lorain","24","930",217500
"G3900950","1960","Ohio","390","Lucas","0950","Lucas","24","950",456931
"G3900970","1960","Ohio","390","Madison","0970","Madison","24","970",26454
"G3900990","1960","Ohio","390","Mahoning","0990","Mahoning","24","990",300480
"G3901010","1960","Ohio","390","Marion","1010","Marion","24","1010",60221
"G3901030","1960","Ohio","390","Medina","1030","Medina","24","1030",65315
"G3901050","1960","Ohio","390","Meigs","1050","Meigs","24","1050",22159
"G3901070","1960","Ohio","390","Mercer","1070","Mercer","24","1070",32559
"G3901090","1960","Ohio","390","Miami","1090","Miami","24","1090",72901
"G3901110","1960","Ohio","390","Monroe","1110","Monroe","24","1110",15268
"G3901130","1960","Ohio","390","Montgomery","1130","Montgomery","24","1130",527080
"G3901150","1960","Ohio","390","Morgan","1150","Morgan","24","1150",12747
"G3901170","1960","Ohio","390","Morrow","1170","Morrow","24","1170",19405
"G3901190","1960","Ohio","390","Muskingum","1190","Muskingum","24","1190",79159
"G3901210","1960","Ohio","390","Noble","1210","Noble","24","1210",10982
"G3901230","1960","Ohio","390","Ottawa","1230","Ottawa","24","1230",35323
"G3901250","1960","Ohio","390","Paulding","1250","Paulding","24","1250",16792
"G3901270","1960","Ohio","390","Perry","1270","Perry","24","1270",27864
"G3901290","1960","Ohio","390","Pickaway","1290","Pickaway","24","1290",35855
"G3901310","1960","Ohio","390","Pike","1310","Pike","24","1310",19380
"G3901330","1960","Ohio","390","Portage","1330","Portage","24","1330",91798
"G3901350","1960","Ohio","390","Preble","1350","Preble","24","1350",32498
"G3901370","1960","Ohio","390","Putnam","1370","Putnam","24","1370",28331
"G3901390","1960","Ohio","390","Richland","1390","Richland","24","1390",117761
"G3901410","1960","Ohio","390","Ross","1410","Ross","24","1410",61215
"G3901430","1960","Ohio","390","Sandusky","1430","Sandusky","24","1430",56486
"G3901450","1960","Ohio","390","Scioto","1450","Scioto","24","1450",84216
"G3901470","1960","Ohio","390","Seneca","1470","Seneca","24","1470",59326
"G3901490","1960","Ohio","390","Shelby","1490","Shelby","24","1490",33586
"G3901510","1960","Ohio","390","Stark","1510","Stark","24","1510",340345
"G3901530","1960","Ohio","390","Summit","1530","Summit","24","1530",513569
"G3901550","1960","Ohio","390","Trumbull","1550","Trumbull","24","1550",208526
"G3901570","1960","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",76789
"G3901590","1960","Ohio","390","Union","1590","Union","24","1590",22853
"G3901610","1960","Ohio","390","Van Wert","1610","Van Wert","24","1610",28840
"G3901630","1960","Ohio","390","Vinton","1630","Vinton","24","1630",10274
"G3901650","1960","Ohio","390","Warren","1650","Warren","24","1650",65711
"G3901670","1960","Ohio","390","Washington","1670","Washington","24","1670",51689
"G3901690","1960","Ohio","390","Wayne","1690","Wayne","24","1690",75497
"G3901710","1960","Ohio","390","Williams","1710","Williams","24","1710",29968
"G3901730","1960","Ohio","390","Wood","1730","Wood","24","1730",72596
"G3901750","1960","Ohio","390","Wyandot","1750","Wyandot","24","1750",21648
"G4000010","1960","Oklahoma","400","Adair","0010","Adair","53","10",13112
"G4000030","1960","Oklahoma","400","Alfalfa","0030","Alfalfa","53","30",8445
"G4000050","1960","Oklahoma","400","Atoka","0050","Atoka","53","50",10352
"G4000070","1960","Oklahoma","400","Beaver","0070","Beaver","53","70",6965
"G4000090","1960","Oklahoma","400","Beckham","0090","Beckham","53","90",17782
"G4000110","1960","Oklahoma","400","Blaine","0110","Blaine","53","110",12077
"G4000130","1960","Oklahoma","400","Bryan","0130","Bryan","53","130",24252
"G4000150","1960","Oklahoma","400","Caddo","0150","Caddo","53","150",28621
"G4000170","1960","Oklahoma","400","Canadian","0170","Canadian","53","170",24727
"G4000190","1960","Oklahoma","400","Carter","0190","Carter","53","190",39044
"G4000210","1960","Oklahoma","400","Cherokee","0210","Cherokee","53","210",17762
"G4000230","1960","Oklahoma","400","Choctaw","0230","Choctaw","53","230",15637
"G4000250","1960","Oklahoma","400","Cimarron","0250","Cimarron","53","250",4496
"G4000270","1960","Oklahoma","400","Cleveland","0270","Cleveland","53","270",47600
"G4000290","1960","Oklahoma","400","Coal","0290","Coal","53","290",5546
"G4000310","1960","Oklahoma","400","Comanche","0310","Comanche","53","310",90803
"G4000330","1960","Oklahoma","400","Cotton","0330","Cotton","53","330",8031
"G4000350","1960","Oklahoma","400","Craig","0350","Craig","53","350",16303
"G4000370","1960","Oklahoma","400","Creek","0370","Creek","53","370",40495
"G4000390","1960","Oklahoma","400","Custer","0390","Custer","53","390",21040
"G4000410","1960","Oklahoma","400","Delaware","0410","Delaware","53","410",13198
"G4000430","1960","Oklahoma","400","Dewey","0430","Dewey","53","430",6051
"G4000450","1960","Oklahoma","400","Ellis","0450","Ellis","53","450",5457
"G4000470","1960","Oklahoma","400","Garfield","0470","Garfield","53","470",52975
"G4000490","1960","Oklahoma","400","Garvin","0490","Garvin","53","490",28290
"G4000510","1960","Oklahoma","400","Grady","0510","Grady","53","510",29590
"G4000530","1960","Oklahoma","400","Grant","0530","Grant","53","530",8140
"G4000550","1960","Oklahoma","400","Greer","0550","Greer","53","550",8877
"G4000570","1960","Oklahoma","400","Harmon","0570","Harmon","53","570",5852
"G4000590","1960","Oklahoma","400","Harper","0590","Harper","53","590",5956
"G4000610","1960","Oklahoma","400","Haskell","0610","Haskell","53","610",9121
"G4000630","1960","Oklahoma","400","Hughes","0630","Hughes","53","630",15144
"G4000650","1960","Oklahoma","400","Jackson","0650","Jackson","53","650",29736
"G4000670","1960","Oklahoma","400","Jefferson","0670","Jefferson","53","670",8192
"G4000690","1960","Oklahoma","400","Johnston","0690","Johnston","53","690",8517
"G4000710","1960","Oklahoma","400","Kay","0710","Kay","53","710",51042
"G4000730","1960","Oklahoma","400","Kingfisher","0730","Kingfisher","53","730",10635
"G4000750","1960","Oklahoma","400","Kiowa","0750","Kiowa","53","750",14825
"G4000770","1960","Oklahoma","400","Latimer","0770","Latimer","53","770",7738
"G4000790","1960","Oklahoma","400","Le Flore","0790","Le Flore","53","790",29106
"G4000810","1960","Oklahoma","400","Lincoln","0810","Lincoln","53","810",18783
"G4000830","1960","Oklahoma","400","Logan","0830","Logan","53","830",18662
"G4000850","1960","Oklahoma","400","Love","0850","Love","53","850",5862
"G4000870","1960","Oklahoma","400","McClain","0870","Mcclain","53","870",12740
"G4000890","1960","Oklahoma","400","McCurtain","0890","Mccurtain","53","890",25851
"G4000910","1960","Oklahoma","400","McIntosh","0910","Mcintosh","53","910",12371
"G4000930","1960","Oklahoma","400","Major","0930","Major","53","930",7808
"G4000950","1960","Oklahoma","400","Marshall","0950","Marshall","53","950",7263
"G4000970","1960","Oklahoma","400","Mayes","0970","Mayes","53","970",20073
"G4000990","1960","Oklahoma","400","Murray","0990","Murray","53","990",10622
"G4001010","1960","Oklahoma","400","Muskogee","1010","Muskogee","53","1010",61866
"G4001030","1960","Oklahoma","400","Noble","1030","Noble","53","1030",10376
"G4001050","1960","Oklahoma","400","Nowata","1050","Nowata","53","1050",10848
"G4001070","1960","Oklahoma","400","Okfuskee","1070","Okfuskee","53","1070",11706
"G4001090","1960","Oklahoma","400","Oklahoma","1090","Oklahoma","53","1090",439506
"G4001110","1960","Oklahoma","400","Okmulgee","1110","Okmulgee","53","1110",36945
"G4001130","1960","Oklahoma","400","Osage","1130","Osage","53","1130",32441
"G4001150","1960","Oklahoma","400","Ottawa","1150","Ottawa","53","1150",28301
"G4001170","1960","Oklahoma","400","Pawnee","1170","Pawnee","53","1170",10884
"G4001190","1960","Oklahoma","400","Payne","1190","Payne","53","1190",44231
"G4001210","1960","Oklahoma","400","Pittsburg","1210","Pittsburg","53","1210",34360
"G4001230","1960","Oklahoma","400","Pontotoc","1230","Pontotoc","53","1230",28089
"G4001250","1960","Oklahoma","400","Pottawatomie","1250","Pottowatomie","53","1250",41486
"G4001270","1960","Oklahoma","400","Pushmataha","1270","Pushmataha","53","1270",9088
"G4001290","1960","Oklahoma","400","Roger Mills","1290","Roger Mills","53","1290",5090
"G4001310","1960","Oklahoma","400","Rogers","1310","Rogers","53","1310",20614
"G4001330","1960","Oklahoma","400","Seminole","1330","Seminole","53","1330",28066
"G4001350","1960","Oklahoma","400","Sequoyah","1350","Sequoyah","53","1350",18001
"G4001370","1960","Oklahoma","400","Stephens","1370","Stephens","53","1370",37990
"G4001390","1960","Oklahoma","400","Texas","1390","Texas","53","1390",14162
"G4001410","1960","Oklahoma","400","Tillman","1410","Tillman","53","1410",14654
"G4001430","1960","Oklahoma","400","Tulsa","1430","Tulsa","53","1430",346038
"G4001450","1960","Oklahoma","400","Wagoner","1450","Wagoner","53","1450",15673
"G4001470","1960","Oklahoma","400","Washington","1470","Washington","53","1470",42347
"G4001490","1960","Oklahoma","400","Washita","1490","Washita","53","1490",18121
"G4001510","1960","Oklahoma","400","Woods","1510","Woods","53","1510",11932
"G4001530","1960","Oklahoma","400","Woodward","1530","Woodward","53","1530",13902
"G4100010","1960","Oregon","410","Baker","0010","Baker","72","10",17295
"G4100030","1960","Oregon","410","Benton","0030","Benton","72","30",39165
"G4100050","1960","Oregon","410","Clackamas","0050","Clackamas","72","50",113038
"G4100070","1960","Oregon","410","Clatsop","0070","Clatsop","72","70",27380
"G4100090","1960","Oregon","410","Columbia","0090","Columbia","72","90",22379
"G4100110","1960","Oregon","410","Coos","0110","Coos","72","110",54955
"G4100130","1960","Oregon","410","Crook","0130","Crook","72","130",9430
"G4100150","1960","Oregon","410","Curry","0150","Curry","72","150",13983
"G4100170","1960","Oregon","410","Deschutes","0170","Deschutes","72","170",23100
"G4100190","1960","Oregon","410","Douglas","0190","Douglas","72","190",68458
"G4100210","1960","Oregon","410","Gilliam","0210","Gilliam","72","210",3069
"G4100230","1960","Oregon","410","Grant","0230","Grant","72","230",7726
"G4100250","1960","Oregon","410","Harney","0250","Harney","72","250",6744
"G4100270","1960","Oregon","410","Hood River","0270","Hood River","72","270",13395
"G4100290","1960","Oregon","410","Jackson","0290","Jackson","72","290",73962
"G4100310","1960","Oregon","410","Jefferson","0310","Jefferson","72","310",7130
"G4100330","1960","Oregon","410","Josephine","0330","Josephine","72","330",29917
"G4100350","1960","Oregon","410","Klamath","0350","Klamath","72","350",47475
"G4100370","1960","Oregon","410","Lake","0370","Lake","72","370",7158
"G4100390","1960","Oregon","410","Lane","0390","Lane","72","390",162890
"G4100410","1960","Oregon","410","Lincoln","0410","Lincoln","72","410",24635
"G4100430","1960","Oregon","410","Linn","0430","Linn","72","430",58867
"G4100450","1960","Oregon","410","Malheur","0450","Malheur","72","450",22764
"G4100470","1960","Oregon","410","Marion","0470","Marion","72","470",120888
"G4100490","1960","Oregon","410","Morrow","0490","Morrow","72","490",4871
"G4100510","1960","Oregon","410","Multnomah","0510","Multnomah","72","510",522813
"G4100530","1960","Oregon","410","Polk","0530","Polk","72","530",26523
"G4100550","1960","Oregon","410","Sherman","0550","Sherman","72","550",2446
"G4100570","1960","Oregon","410","Tillamook","0570","Tillamook","72","570",18955
"G4100590","1960","Oregon","410","Umatilla","0590","Umatilla","72","590",44352
"G4100610","1960","Oregon","410","Union","0610","Union","72","610",18180
"G4100630","1960","Oregon","410","Wallowa","0630","Wallowa","72","630",7102
